submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
09/08/2020,HI,10086,,,100,0,88,,,2,0,09/09/2020 09:47:50 AM,Not agree,Not agree
10/07/2020,OK,102358,95575,6783,1260,229,1466,1445,21,17,2,10/08/2020 12:00:00 AM,Agree,Agree
03/13/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
02/10/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/03/2021,FL,2286332,,,1832,531,36973,,,49,3,06/04/2021 02:56:57 PM,Not agree,Not agree
01/01/2021,KS,227745,190300,37445,5312,1211,2879,,,138,32,01/02/2021 02:50:51 PM,Agree,N/A
11/17/2020,NYC,292538,275039,17499,1317,421,23876,19206,4670,14,0,11/15/2020 12:00:00 AM,Agree,Agree
06/14/2020,AK,665,,,9,0,15,,,0,0,06/14/2020 12:00:00 AM,N/A,N/A
04/20/2021,AS,0,,,0,0,0,,,0,0,04/21/2021 02:12:05 PM,,
01/20/2021,WV,111677,89711,21966,857,295,1836,,,21,5,01/21/2021 02:44:32 PM,Agree,Not agree
04/21/2021,MP,162,162,0,0,0,2,2,0,0,0,04/22/2021 01:56:30 PM,Agree,Agree
03/29/2020,PR,127,,,27,,5,,,2,,03/28/2020 04:22:39 PM,Agree,Agree
12/21/2020,PR,69912,66067,3845,1063,60,1391,1150,241,9,0,12/22/2020 02:35:48 PM,Agree,Agree
02/14/2021,TX,2560060,,,6933,863,44267,,,172,0,02/16/2021 12:00:00 AM,Not agree,Not agree
10/26/2020,NYC,263841,253914,9927,520,135,23673,19017,4656,3,1,10/24/2020 12:00:00 AM,Agree,Agree
05/17/2021,WV,158643,124252,34391,175,59,2762,,,1,0,05/18/2021 02:26:44 PM,Agree,Not agree
09/09/2020,KS,47410,45793,1617,496,55,495,,,10,0,09/10/2020 02:02:53 PM,Agree,N/A
11/29/2020,TX,1266707,,,7050,846,24069,,,171,0,12/01/2020 12:00:00 AM,Not agree,Not agree
07/02/2020,TX,175977,,,7915,0,3488,,,122,0,07/04/2020 12:00:00 AM,Not agree,Not agree
02/26/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
06/28/2020,CO,32307,29476,2831,285,3,1676,1344,332,2,1,06/29/2020 02:37:31 PM,Agree,Agree
02/10/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/18/2020,KS,21965,21496,469,0,0,299,,,0,0,07/19/2020 03:05:47 PM,Agree,N/A
02/16/2021,WV,128117,102524,25593,228,103,2216,,,4,1,02/17/2021 02:51:58 PM,Agree,Not agree
07/24/2021,NYC,968490,797402,171088,968,286,33508,28403,5105,2,0,07/26/2021 01:16:36 PM,Agree,Agree
09/03/2020,AK,5476,,,86,0,53,,,0,0,09/03/2020 12:00:00 AM,N/A,N/A
06/22/2020,UT,18135,18135,0,310,0,160,160,0,2,0,06/23/2020 02:28:19 PM,Agree,Agree
03/13/2020,OK,223,,,49,0,0,0,0,0,0,03/14/2020 12:00:00 AM,Not agree,Agree
04/06/2021,MA,648023,609533,38490,1803,237,17355,17005,350,14,3,04/08/2021 12:00:00 AM,Agree,Agree
12/24/2020,GA,618576,531954,86622,10286,2387,10582,9607,975,63,10,12/25/2020 02:25:34 PM,Agree,Agree
10/04/2020,AS,0,,,0,0,0,,,0,0,10/05/2020 01:49:47 PM,,
05/02/2021,AK,65587,,,89,0,341,,,0,0,05/03/2021 01:58:14 PM,N/A,N/A
04/07/2020,WV,412,,,67,,4,,,0,,04/07/2020 04:22:39 PM,Agree,Not agree
04/06/2021,GA,1066671,857307,209364,1474,507,19238,16761,2477,26,14,04/07/2021 02:25:43 PM,Agree,Agree
02/23/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
03/31/2021,TX,2783305,,,4497,1044,48724,,,47,0,04/02/2021 12:00:00 AM,Not agree,Not agree
02/20/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
10/08/2020,MP,75,75,0,0,0,2,2,0,0,0,10/09/2020 01:43:36 PM,Agree,Agree
08/29/2020,AK,5211,,,93,0,52,,,0,0,08/29/2020 12:00:00 AM,N/A,N/A
06/29/2021,FL,2329484,,,2319,497,37877,,,41,4,06/30/2021 02:11:39 PM,Not agree,Not agree
12/05/2020,MP,106,106,0,0,0,2,2,0,0,0,12/06/2020 02:51:16 PM,Agree,Agree
03/23/2020,HI,93,,,14,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
12/25/2020,PR,72443,68461,3982,1019,-16,1432,1187,245,0,0,12/26/2020 02:34:18 PM,Agree,Agree
07/21/2021,AS,0,,,0,0,0,,,0,0,07/22/2021 03:06:50 PM,,
07/04/2021,MA,710282,664111,46171,72,5,18000,17636,364,1,0,07/05/2021 02:30:02 PM,Agree,Agree
01/13/2021,MP,128,128,0,0,0,2,2,0,0,0,01/14/2021 03:12:46 PM,Agree,Agree
05/20/2021,NYC,945600,780128,165472,537,136,33116,28045,5071,13,1,05/18/2021 12:00:00 AM,Agree,Agree
06/19/2020,AS,0,,,0,0,0,,,0,0,06/20/2020 02:15:45 PM,,
11/23/2020,AR,146190,,,1017,105,2387,,,30,0,11/24/2020 03:27:55 PM,Not agree,Not agree
01/09/2021,AR,251746,,,2886,735,4010,,,44,10,01/10/2021 04:10:55 PM,Not agree,Not agree
01/14/2021,GA,791324,660720,130604,9036,2672,11975,10721,1254,172,31,01/15/2021 02:46:04 PM,Agree,Agree
07/12/2020,FL,266119,,,15135,31,4242,,,45,0,07/13/2020 03:19:34 PM,Not agree,Not agree
04/03/2020,HI,373,,,23,0,3,,,1,,04/03/2020 12:22:39 PM,Not agree,Not agree
08/17/2020,AS,0,,,0,0,0,,,0,0,08/18/2020 02:26:55 PM,,
02/03/2021,MP,133,133,0,0,0,2,2,0,0,0,02/04/2021 02:53:58 PM,Agree,Agree
05/10/2020,NYC,189320,185002,4318,1101,21,20527,16217,4310,152,21,05/08/2020 12:00:00 AM,Agree,Agree
12/08/2020,TX,1404646,,,19842,5560,25850,,,197,0,12/10/2020 12:00:00 AM,Not agree,Not agree
02/25/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
05/15/2021,MP,172,172,0,0,0,2,2,0,0,0,05/16/2021 01:46:12 PM,Agree,Agree
06/07/2020,GA,50650,50618,32,524,0,2180,2180,0,20,0,06/08/2020 10:55:08 AM,Agree,Agree
02/23/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/27/2020,MP,30,30,0,0,0,2,2,0,0,0,06/28/2020 02:59:02 PM,Agree,Agree
03/07/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/12/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/21/2021,PR,137610,121199,16411,268,116,2471,2123,348,5,1,05/22/2021 06:59:37 PM,Agree,Agree
08/13/2020,WV,8151,7985,166,143,2,153,,,0,0,08/14/2020 02:30:03 PM,Agree,Not agree
11/29/2020,MP,106,106,0,2,0,2,2,0,0,0,11/30/2020 02:51:40 PM,Agree,Agree
05/25/2021,GA,1120923,894057,226866,651,218,20699,17962,2737,38,6,05/26/2021 01:48:32 PM,Agree,Agree
07/10/2021,AK,68844,,,53,0,372,,,0,0,07/12/2021 01:16:46 PM,N/A,N/A
11/18/2020,AK,24634,,,575,0,162,,,2,0,11/18/2020 12:00:00 AM,N/A,N/A
08/10/2020,MP,49,49,0,1,0,2,2,0,0,0,08/11/2020 02:16:27 PM,Agree,Agree
07/05/2020,KS,15919,15538,381,0,0,277,,,0,0,07/06/2020 03:16:12 PM,Agree,N/A
07/17/2020,FL,323002,,,11362,131,4805,,,128,1,07/18/2020 04:14:26 PM,Not agree,Not agree
12/03/2020,FL,1012456,,,10656,6582,18874,,,98,9,12/04/2020 03:00:59 PM,Not agree,Not agree
02/16/2021,MA,560576,531702,28874,1226,259,15711,15397,314,57,2,02/18/2021 12:00:00 AM,Agree,Agree
01/24/2021,NYC,580099,501991,78108,5942,1235,26609,21778,4831,86,7,01/22/2021 12:00:00 AM,Agree,Agree
12/06/2020,KS,168295,144285,24010,-91,-91,1786,,,0,0,12/07/2020 02:38:33 PM,Agree,N/A
04/04/2020,WV,282,,,45,,2,,,0,,04/03/2020 04:22:39 PM,Agree,Not agree
05/13/2021,FL,2239982,,,4013,1328,35929,,,47,3,05/14/2021 02:07:22 PM,Not agree,Not agree
10/12/2020,FL,726934,,,1519,167,15412,,,48,2,10/13/2020 01:29:38 PM,Not agree,Not agree
08/09/2020,PR,22821,9319,13502,700,315,279,161,118,0,0,08/10/2020 02:23:35 PM,Agree,Agree
04/16/2020,MA,32181,,,2263,,1763,1714,49,177,3,04/18/2020 12:00:00 AM,Agree,Agree
05/14/2020,UT,6837,6837,0,162,0,77,77,0,2,0,05/15/2020 04:11:22 PM,Agree,Agree
05/12/2020,PW,0,,,0,0,0,,,0,0,05/13/2020 03:26:08 PM,,
05/28/2021,NYC,948748,782496,166252,312,73,33211,28137,5074,8,1,05/26/2021 12:00:00 AM,Agree,Agree
10/10/2020,TX,790060,,,4230,0,17548,,,70,0,10/12/2020 12:00:00 AM,Not agree,Not agree
01/07/2021,NYC,479975,421694,58281,7495,1352,25425,20658,4767,71,5,01/05/2021 12:00:00 AM,Agree,Agree
06/05/2020,FL,59993,,,1292,0,2660,,,53,0,06/06/2020 02:31:37 PM,Not agree,Not agree
09/24/2020,CO,67217,62520,4697,548,11,2033,1678,355,3,1,09/25/2020 01:54:10 PM,Agree,Agree
03/24/2021,AR,329177,,,231,97,5560,,,13,4,03/25/2021 02:25:23 PM,Not agree,Not agree
04/09/2021,AS,0,,,0,0,0,,,0,0,04/10/2021 01:45:46 PM,,
04/20/2020,AK,321,,,2,0,9,,,0,0,04/20/2020 12:00:00 AM,N/A,N/A
12/06/2020,PW,0,,,0,0,0,,,0,0,12/07/2020 02:38:33 PM,,
08/19/2020,AK,4454,,,73,0,50,,,0,0,08/19/2020 12:00:00 AM,N/A,N/A
08/12/2020,AK,3898,,,61,0,43,,,1,0,08/12/2020 12:00:00 AM,N/A,N/A
02/18/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
07/17/2021,WV,165013,128927,36086,80,29,2919,,,0,0,07/19/2021 01:20:07 PM,Agree,Not agree
07/28/2021,GA,1171233,926707,244526,3828,1413,21654,18691,2963,10,-1,07/29/2021 01:49:46 PM,Agree,Agree
12/13/2020,CO,288193,276390,11803,2559,36,3958,3388,570,87,4,12/14/2020 02:36:45 PM,Agree,Agree
12/14/2020,AK,40604,,,406,0,259,,,2,0,12/14/2020 12:00:00 AM,N/A,N/A
06/16/2020,GA,58590,57943,647,870,116,2529,2529,0,35,0,06/17/2020 11:06:04 AM,Agree,Agree
01/03/2021,PW,0,,,0,0,0,,,0,0,01/04/2021 02:55:45 PM,,
07/27/2021,UT,429300,429300,0,613,0,2441,2369,72,7,1,07/28/2021 01:51:39 PM,Agree,Agree
04/29/2021,UT,396985,396985,0,463,0,2197,2133,64,7,0,04/30/2021 01:40:40 PM,Agree,Agree
05/03/2021,AS,0,,,0,0,0,,,0,0,05/04/2021 02:00:10 PM,,
03/03/2021,FL,1888725,,,5860,1414,31267,,,132,8,03/04/2021 03:08:33 PM,Not agree,Not agree
04/11/2021,AR,332053,,,0,0,5661,,,0,0,04/12/2021 01:39:29 PM,Not agree,Not agree
04/11/2021,CO,478678,448626,30052,1235,81,6157,5424,733,2,0,04/12/2021 01:39:29 PM,Agree,Agree
02/06/2021,PW,0,,,0,0,0,,,0,0,02/07/2021 02:46:31 PM,,
08/15/2020,MP,50,50,0,0,0,2,2,0,0,0,08/16/2020 02:57:14 PM,Agree,Agree
08/28/2020,MA,117888,117888,,438,,9023,8817,206,15,0,08/30/2020 12:00:00 AM,Agree,Agree
10/13/2020,CO,80085,74655,5430,1048,37,2153,1777,376,37,7,10/14/2020 01:28:39 PM,Agree,Agree
03/20/2021,MA,612857,577902,34955,2376,496,16909,16570,339,32,2,03/22/2021 12:00:00 AM,Agree,Agree
03/11/2020,TX,18,,,3,0,0,,,0,0,03/13/2020 12:00:00 AM,Not agree,Not agree
09/16/2020,PW,0,,,0,0,0,,,0,0,09/17/2020 01:45:45 PM,,
01/27/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/02/2020,HI,17819,,,68,0,242,,,0,0,12/03/2020 03:21:08 PM,Not agree,Not agree
10/17/2020,PW,0,,,0,0,0,,,0,0,10/18/2020 01:26:54 PM,,
04/29/2021,AR,335529,,,240,84,5735,,,9,1,04/30/2021 01:40:40 PM,Not agree,Not agree
05/19/2020,FL,46944,,,502,0,2052,,,55,0,05/20/2020 03:28:26 PM,Not agree,Not agree
03/02/2021,KS,294302,238803,55499,0,0,4744,,,0,0,03/03/2021 03:20:17 PM,Agree,N/A
06/05/2021,UT,407419,407419,0,306,0,2311,2241,70,0,0,06/06/2021 01:36:52 PM,Agree,Agree
03/07/2020,NYC,10,10,0,3,0,1,1,0,0,0,03/05/2020 12:00:00 AM,Agree,Agree
05/07/2020,PR,2031,2031,0,63,0,102,102,0,3,0,05/08/2020 09:26:08 PM,Agree,Agree
01/24/2021,FL,1619288,,,9335,1698,25293,,,129,12,01/25/2021 02:42:40 PM,Not agree,Not agree
04/28/2021,AR,335289,,,291,112,5726,,,1,0,04/29/2021 01:47:03 PM,Not agree,Not agree
04/30/2021,KS,309130,249723,59407,310,86,4982,,,4,-2,05/01/2021 01:43:22 PM,Agree,N/A
04/28/2020,AS,0,,,0,0,0,,,0,0,04/29/2020 06:12:08 PM,,
02/03/2020,OK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
06/01/2020,NYC,207210,202694,4516,353,5,22188,17691,4497,57,4,05/30/2020 12:00:00 AM,Agree,Agree
08/19/2020,TX,557256,,,7024,0,13463,,,154,0,08/21/2020 12:00:00 AM,Not agree,Not agree
09/14/2020,PW,0,,,0,0,0,,,0,0,09/15/2020 02:03:59 PM,,
07/05/2021,PR,140406,123255,17151,105,-1,2552,2197,355,0,0,07/06/2021 01:52:24 PM,Agree,Agree
06/26/2020,KS,13538,13227,311,568,44,264,,,3,0,06/27/2020 05:51:58 PM,Agree,N/A
04/29/2020,AK,355,,,4,0,9,,,0,0,04/29/2020 12:00:00 AM,N/A,N/A
11/09/2020,NYC,278408,264656,13752,1199,356,23798,19135,4663,13,0,11/07/2020 12:00:00 AM,Agree,Agree
03/24/2020,PR,39,,,8,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/09/2021,KS,315500,254578,60922,201,76,5103,,,3,0,06/10/2021 02:48:23 PM,Agree,N/A
08/18/2020,OK,53962,,,826,0,884,876,8,11,0,08/19/2020 12:00:00 AM,Not agree,Agree
07/18/2020,MP,37,37,0,0,0,2,2,0,0,0,07/19/2020 03:05:47 PM,Agree,Agree
08/29/2020,WV,9967,9784,183,143,3,212,,,10,1,08/30/2020 02:49:52 PM,Agree,Not agree
10/02/2020,KS,61111,57762,3349,1362,221,698,,,20,0,10/03/2020 01:39:53 PM,Agree,N/A
12/29/2020,TX,1715978,,,32552,4532,30720,,,282,0,12/31/2020 12:00:00 AM,Not agree,Not agree
05/16/2021,TX,2919889,,,650,226,50487,,,26,0,05/18/2021 12:00:00 AM,Not agree,Not agree
07/22/2021,UT,426418,426418,0,815,0,2425,2354,71,1,0,07/23/2021 01:48:31 PM,Agree,Agree
03/28/2021,MA,629531,592778,36753,1975,158,17152,16811,341,22,0,03/30/2021 12:00:00 AM,Agree,Agree
05/06/2021,MP,169,169,0,1,0,2,2,0,0,0,05/07/2021 01:36:40 PM,Agree,Agree
09/26/2020,AS,0,,,0,0,0,,,0,0,09/27/2020 01:39:49 PM,,
12/30/2020,UT,271940,271940,0,2614,0,1256,1233,23,21,1,12/31/2020 02:55:07 PM,Agree,Agree
08/17/2020,PR,27713,12371,15342,953,305,346,216,130,11,1,08/18/2020 02:26:55 PM,Agree,Agree
12/05/2020,HI,18169,,,111,0,259,,,5,0,12/06/2020 02:51:16 PM,Not agree,Not agree
07/10/2020,HI,1177,,,41,0,19,,,0,0,07/11/2020 02:25:05 PM,Not agree,Not agree
03/25/2020,KS,98,,,0,,2,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
12/29/2020,MP,122,122,0,0,0,2,2,0,0,0,12/30/2020 02:56:20 PM,Agree,Agree
04/08/2021,FL,2065122,,,7763,2442,33906,,,84,11,04/09/2021 02:11:49 PM,Not agree,Not agree
02/07/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/22/2020,MP,69,69,0,0,0,2,2,0,0,0,09/23/2020 01:51:22 PM,Agree,Agree
10/21/2020,MP,88,88,0,0,0,2,2,0,0,0,10/22/2020 01:34:46 PM,Agree,Agree
07/28/2021,UT,430143,430143,0,843,0,2447,2375,72,6,0,07/29/2021 01:49:46 PM,Agree,Agree
06/01/2021,AR,341450,,,69,40,5834,,,1,1,06/02/2021 02:35:40 PM,Not agree,Not agree
07/06/2021,TX,2995819,,,1002,333,51511,,,4,0,07/08/2021 12:00:00 AM,Not agree,Not agree
07/10/2020,UT,28963,28723,240,909,4,213,213,0,4,0,07/11/2020 06:25:05 PM,Agree,Agree
04/18/2021,NYC,909342,752956,156386,2473,636,32165,27129,5036,35,4,04/16/2021 12:00:00 AM,Agree,Agree
06/16/2020,HI,732,,,5,0,17,,,0,0,06/17/2020 11:06:04 AM,Not agree,Not agree
05/30/2021,AR,341351,,,61,9,5832,,,2,0,05/31/2021 01:43:43 PM,Not agree,Not agree
02/07/2021,AS,3,,,0,0,0,,,0,0,02/08/2021 02:53:12 PM,,
03/28/2021,PR,106488,97282,9206,595,282,2112,1799,313,0,0,03/29/2021 01:48:56 PM,Agree,Agree
06/01/2020,MA,97291,,,326,,7273,7077,196,34,0,06/03/2020 12:00:00 AM,Agree,Agree
04/21/2021,AR,333709,,,0,0,5706,,,0,0,04/22/2021 01:56:30 PM,Not agree,Not agree
01/22/2021,AS,3,,,0,0,0,,,0,0,01/23/2021 02:50:13 PM,,
12/16/2020,OK,272175,227206,44969,3748,922,3783,3453,330,47,7,12/17/2020 12:00:00 AM,Agree,Agree
01/29/2021,PR,93406,86713,6693,438,27,1823,1536,287,11,1,01/30/2021 02:43:11 PM,Agree,Agree
06/13/2020,FL,71589,,,2248,0,2925,,,48,0,06/14/2020 02:19:43 PM,Not agree,Not agree
11/18/2020,MA,195868,189518,6350,2904,160,10467,10237,230,26,0,11/20/2020 12:00:00 AM,Agree,Agree
12/29/2020,CO,328408,314771,13637,1740,287,4687,4047,640,56,10,12/30/2020 02:56:20 PM,Agree,Agree
12/31/2020,HI,21026,,,175,0,286,,,3,0,01/01/2021 02:49:07 PM,Not agree,Not agree
06/08/2021,OK,454094,358357,95737,124,17,7327,6243,1084,2,1,06/09/2021 02:26:44 PM,Agree,Agree
06/27/2021,PW,2,,,0,0,0,,,0,0,06/28/2021 03:02:46 PM,,
07/18/2020,HI,1356,,,28,0,24,,,1,0,07/19/2020 11:05:47 AM,Not agree,Not agree
08/28/2020,TX,601768,,,4031,0,14508,,,114,0,08/30/2020 12:00:00 AM,Not agree,Not agree
02/26/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/28/2021,CO,428303,404727,23576,841,47,5951,5217,734,6,0,03/01/2021 03:21:38 PM,Agree,Agree
03/03/2021,OK,434316,343434,90882,394,97,6951,5914,1037,14,3,03/04/2021 12:00:00 AM,Agree,Agree
03/02/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
11/25/2020,UT,183902,183902,0,1781,0,834,815,19,26,0,11/26/2020 02:44:21 PM,Agree,Agree
05/31/2021,HI,35035,,,27,-1,497,,,0,0,06/01/2021 03:18:33 PM,Not agree,Not agree
07/19/2020,PR,12461,4011,8450,398,178,180,81,99,2,2,07/20/2020 02:35:44 PM,Agree,Agree
03/06/2021,OK,435419,344255,91164,332,88,6991,5947,1044,19,6,03/07/2021 12:00:00 AM,Agree,Agree
06/29/2020,FL,143805,,,5238,0,3447,,,28,0,06/30/2020 03:27:33 PM,Not agree,Not agree
02/08/2021,AS,3,,,0,0,0,,,0,0,02/09/2021 03:24:29 PM,,
06/28/2021,PR,140021,122969,17052,12,9,2547,2192,355,0,0,06/29/2021 02:25:53 PM,Agree,Agree
02/27/2021,FL,1868769,,,5316,1698,30734,,,110,8,02/28/2021 02:48:18 PM,Not agree,Not agree
08/08/2020,PR,22121,8934,13187,697,336,279,161,118,5,2,08/09/2020 02:03:10 PM,Agree,Agree
05/11/2020,GA,32005,31988,17,459,0,1442,1442,0,38,0,05/12/2020 01:26:08 PM,Agree,Agree
03/30/2021,NYC,847375,705962,141413,2471,721,31224,26229,4995,57,0,03/28/2021 12:00:00 AM,Agree,Agree
07/17/2020,HI,1328,,,19,0,23,,,1,0,07/18/2020 12:14:26 PM,Not agree,Not agree
02/27/2021,AR,319195,,,557,242,5417,,,10,1,02/28/2021 02:48:18 PM,Not agree,Not agree
07/08/2021,CO,560860,521296,39564,340,95,6827,6031,796,3,0,07/09/2021 01:56:56 PM,Agree,Agree
10/24/2020,WV,21712,20427,1285,320,84,422,,,0,0,10/25/2020 01:45:35 PM,Agree,Not agree
11/06/2020,TX,1017677,,,9239,1694,20283,,,146,0,11/08/2020 12:00:00 AM,Not agree,Not agree
05/08/2020,PR,2156,2156,0,125,0,107,56,51,5,51,05/09/2020 09:26:08 PM,Agree,Agree
01/31/2021,FL,1689700,,,7604,2138,26479,,,119,4,02/01/2021 02:50:29 PM,Not agree,Not agree
01/21/2021,KS,263412,217573,45839,0,0,3575,,,0,0,01/22/2021 02:51:49 PM,Agree,N/A
10/04/2020,GA,341302,321438,19864,940,69,7162,7162,0,28,0,10/05/2020 09:49:47 AM,Agree,Agree
05/20/2020,AS,0,,,0,0,0,,,0,0,05/21/2020 03:41:38 PM,,
06/17/2020,GA,59684,58933,751,1094,104,2575,2575,0,46,0,06/18/2020 01:16:14 PM,Agree,Agree
06/03/2020,FL,57293,,,1292,0,2566,,,36,0,06/04/2020 03:03:31 PM,Not agree,Not agree
08/09/2020,FL,527036,,,6190,49,8186,,,77,1,08/10/2020 02:23:35 PM,Not agree,Not agree
06/11/2021,AR,343609,,,393,191,5859,,,3,1,06/12/2021 02:13:34 PM,Not agree,Not agree
04/11/2020,AK,257,,,11,,9,,,0,,04/11/2020 12:00:00 AM,N/A,N/A
02/22/2021,WV,129854,103888,25966,238,66,2263,,,2,-1,02/23/2021 02:51:13 PM,Agree,Not agree
04/25/2020,PW,0,,,0,0,0,,,0,0,05/25/2020 03:38:40 PM,,
01/23/2021,HI,24950,,,165,38,333,,,4,0,01/24/2021 02:36:49 PM,Not agree,Not agree
07/24/2021,HI,38741,,,242,25,524,,,0,0,07/26/2021 01:16:36 PM,Not agree,Not agree
07/16/2020,UT,32587,32312,275,923,6,235,235,0,1,0,07/17/2020 02:31:01 PM,Agree,Agree
06/28/2021,PW,2,,,0,0,0,,,0,0,06/29/2021 02:25:53 PM,,
12/26/2020,HI,20537,,,109,0,283,,,0,0,12/27/2020 02:44:47 PM,Not agree,Not agree
05/07/2021,OK,450510,355454,95056,166,37,7271,6191,1080,2,0,05/08/2021 12:00:00 AM,Agree,Agree
06/09/2020,AK,578,,,11,0,15,,,0,0,06/09/2020 12:00:00 AM,N/A,N/A
04/28/2020,AR,3121,,,66,0,52,,,2,0,04/29/2020 06:12:08 PM,Not agree,Not agree
05/24/2021,AK,67199,,,32,0,362,,,0,0,05/25/2021 02:17:06 PM,N/A,N/A
11/06/2020,WV,27087,24672,2415,540,67,487,,,7,0,11/07/2020 02:45:17 PM,Agree,Not agree
02/19/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/20/2021,AS,3,,,0,0,0,,,0,0,01/21/2021 02:44:32 PM,,
01/30/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/11/2021,HI,31045,,,89,0,468,,,0,0,04/12/2021 01:39:29 PM,Not agree,Not agree
04/17/2020,AK,309,,,9,,9,,,0,,04/17/2020 12:00:00 AM,N/A,N/A
03/16/2021,GA,1036506,837443,199063,1743,644,18287,15928,2359,25,15,03/17/2021 02:24:24 PM,Agree,Agree
03/17/2021,OK,438953,346876,92077,265,69,7070,6012,1058,5,0,03/18/2021 12:00:00 AM,Agree,Agree
04/20/2020,TX,19458,,,535,0,673,,,26,0,04/22/2020 12:00:00 AM,Not agree,Not agree
03/02/2020,NYC,1,1,0,1,0,0,0,0,0,0,02/29/2020 12:00:00 AM,Agree,Agree
12/10/2020,FL,1076547,,,11071,3707,19591,,,129,8,12/11/2020 03:06:51 PM,Not agree,Not agree
05/15/2020,MP,21,21,0,2,0,2,2,0,0,0,05/16/2020 03:46:44 PM,Agree,Agree
06/25/2021,MA,709682,663538,46144,60,0,17987,17623,364,1,0,06/26/2021 02:17:39 PM,Agree,Agree
07/10/2021,WV,164517,128507,36010,52,19,2908,,,0,0,07/12/2021 01:16:46 PM,Agree,Not agree
02/25/2020,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/18/2020,PW,0,,,0,0,0,,,0,0,05/19/2020 03:45:23 PM,,
04/06/2020,CO,5172,,,222,,150,,,10,,04/05/2020 04:22:39 PM,Agree,Agree
07/13/2020,NYC,222537,217404,5133,276,17,23094,18505,4589,9,1,07/11/2020 12:00:00 AM,Agree,Agree
02/14/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/10/2021,GA,1110418,886723,223695,460,111,20368,17702,2666,1,0,05/11/2021 01:53:24 PM,Agree,Agree
02/09/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/24/2020,KS,12970,12703,267,505,267,261,,,2,0,06/25/2020 02:07:27 PM,Agree,N/A
03/14/2021,UT,378379,378379,0,396,0,2027,1969,58,6,0,03/15/2021 02:03:45 PM,Agree,Agree
04/24/2021,UT,395150,395150,0,472,0,2180,2116,64,1,0,04/25/2021 01:42:01 PM,Agree,Agree
10/25/2020,TX,862375,,,4304,0,18742,,,79,0,10/27/2020 12:00:00 AM,Not agree,Not agree
04/21/2021,FL,2143358,,,5496,1616,34616,,,83,12,04/22/2021 01:56:30 PM,Not agree,Not agree
11/22/2020,MA,206850,200050,6800,2695,-26,10576,10345,231,31,1,11/24/2020 12:00:00 AM,Agree,Agree
04/09/2020,PW,0,,,0,,0,,,0,,04/08/2020 04:22:39 PM,,
05/18/2021,UT,402988,402988,0,257,0,2271,2201,70,12,3,05/19/2021 02:37:49 PM,Agree,Agree
05/18/2020,CO,22095,20028,2067,298,43,1224,975,249,9,0,05/19/2020 03:45:23 PM,Agree,Agree
12/03/2020,HI,17958,,,139,0,244,,,2,0,12/04/2020 03:00:59 PM,Not agree,Not agree
10/09/2020,GA,350033,327589,22444,2011,351,7348,7348,0,54,0,10/10/2020 09:30:17 AM,Agree,Agree
03/14/2020,OK,273,,,50,0,0,0,0,0,0,03/15/2020 12:00:00 AM,Not agree,Agree
03/26/2021,CO,456302,428558,27744,1409,140,6086,5362,724,4,-2,03/27/2021 02:01:18 PM,Agree,Agree
02/22/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
