Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_LatinX,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_LatinX,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
20200916,IN,107809,57510,10696,,1224,,,,15889,22490,9550,39657,58602,3472,2139,440,,17,,,,425,451,72,1660,1740,,,,,,,,,,,,,,1261892,794591,100040,,21798,,,,158726,186737,42896,511207,707789
20200916,KS,50870,33504,3671,,1354,383,,,2913,9045,13333,25707,11830,586,416,83,,13,6,,,38,30,89,451,46,2616,1822,331,,67,21,,,237,138,681,1722,213,464226,256767,21653,,7935,2250,,,27126,148495,36888,237070,190268
20200916,KY,58764,32130,4678,,516,147,55,2311,,18927,4253,32832,21679,1082,821,128,,12,0,,23,,98,34,907,141,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,LA,159865,60748,58240,,7806,415,183,,14428,18045,,,159865,5294,2657,2371,,34,4,6,,28,194,137,4859,298,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,MA,125699,39428,11989,28288,2757,,,,7832,35405,28288,62006,35405,9245,6978,752,642,232,,,,587,54,642,8549,54,12478,6222,1471,1829,394,,,,1006,1556,1829,9093,1556,,,,,,,,,,,,,
20200916,MD,117888,28864,37639,25940,2249,,,,5437,17759,25940,74189,17759,3855,1643,1575,442,142,,,,40,13,442,3400,13,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,ME,4941,3247,961,,112,10,3,23,140,445,199,3982,760,138,121,4,,0,0,0,0,0,13,0,114,24,433,351,42,,12,0,0,0,7,21,11,364,58,,,,,,,,,,,,,
20200916,MI,125742,59727,26690,,2348,547,,8355,8051,20024,9109,77426,39207,6943,3749,2663,,88,19,,100,138,186,198,5629,1116,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,MN,85813,39675,16024,14110,4691,699,126,1099,1461,7928,14110,63775,7928,1985,1494,187,93,90,35,2,12,13,51,93,1827,51,7019,3052,1540,,583,146,9,95,78,817,1013,5503,817,,,,,,,,,,,,,
20200916,MO,106587,27713,11725,,,,,2132,2132,62885,7599,60593,38403,1739,947,474,,,,,17,60,241,62,1443,233,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,MP,61,,,,,,,,,61,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,MS,91234,31587,36303,2691,319,1261,,,5493,13580,2691,55868,32675,2756,1250,1285,38,6,85,,,37,56,38,2338,380,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,MT,9431,5086,64,,34,1622,,,96,2529,359,6289,2783,141,65,,,,33,,,,43,,,,481,305,,,,195,,,,,,,,,,,,,,,,,,,,
20200916,NC,188024,84156,34538,,2827,2315,291,,22873,41024,43888,81487,62649,3149,1795,912,,40,41,4,,203,154,279,2524,346,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,ND,16333,8956,1149,,256,878,,269,33,4792,,,16333,141,,,,,,,,,141,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,NE,39419,24900,2200,,1500,391,64,,1900,8464,11600,18100,9719,439,342,31,,18,11,0,,12,25,88,297,54,2139,1600,194,,112,54,7,,116,56,713,1200,226,,,,,,,,,,,,,
20200916,NH,7780,5064,372,971,215,,,,250,908,971,5901,908,438,401,9,12,4,,,,1,11,12,415,11,723,536,32,72,23,,,,10,50,72,601,50,,,,,,,,,,,,,
20200916,NJ,197792,47270,20768,38128,6464,,,,14575,70587,38128,89077,70587,16054,8578,2846,3180,872,,,,298,280,3180,12594,280,23032,9243,4323,6069,1173,,,,843,1381,6069,15582,1381,,,,,,,,,,,,,
20200916,NM,27041,3931,484,12173,173,8315,,,,1965,12173,12903,1965,832,173,7,159,2,404,,,,87,159,586,87,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,NV,74248,15323,4659,24422,4159,288,,,6000,19397,24422,30429,19397,1494,494,114,223,116,8,,,10,529,223,742,529,,,,,,,,,,,,,,648814,145217,31184,36085,18318,3413,,,66445,348152,36085,264577,348152
20200916,NY,446366,,,,,,,,,446366,,,,28669,8790,6449,6788,1716,,,,1843,3083,6788,18798,3083,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,OH,140518,77635,29216,,3568,177,188,4289,9200,16245,8633,100748,31137,4555,3518,835,,46,3,2,62,31,58,100,4359,96,14560,8486,4269,,326,19,32,449,557,422,862,12508,1190,,,,,,,,,,,,,
20200916,OK,72284,40613,5062,,2551,7014,,,2843,14201,12356,39762,20166,924,668,57,,21,91,,,29,58,61,714,149,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,OR,29850,12169,1016,,878,754,557,545,10381,3550,11884,14559,3407,521,344,12,,19,12,7,8,55,64,70,362,89,2319,1252,93,,87,73,80,28,564,142,658,1480,181,,,,,,,,,,,,,
20200916,PA,146990,54174,19528,,2403,,,,2985,67900,12193,36958,97839,7903,5664,1634,,165,,,,374,66,464,7373,66,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,PR,38284,,,,,,,,,38284,,,,570,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,RI,23358,6549,2187,7983,353,70,0,150,301,5765,7983,9610,5765,1081,711,54,102,13,1,0,1,0,199,102,780,199,2662,975,264,745,30,5,0,5,36,602,745,1315,602,311344,64647,8633,24016,3067,680,216,110,6768,203207,24016,84121,203207
20200916,SC,134122,50053,35419,,1266,,,,8851,38533,10722,68285,55115,3132,1492,1097,,22,,,,80,441,98,2261,773,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,SD,17291,10045,1211,1474,770,2119,,,1672,0,1474,15817,0,192,120,2,6,5,42,,,17,0,6,186,0,1211,633,63,80,35,329,,,71,0,80,1131,0,,,,,,,,,,,,,
20200916,TN,177087,93765,33154,,1592,237,134,,22613,25592,24293,115632,37162,2151,1408,599,,20,4,2,,99,19,138,2001,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,TX,674772,14872,8297,20251,778,,,,231,630343,20251,24178,630343,14478,4373,1643,8096,279,,,,80,7,8096,6375,7,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,UT,59747,26905,1290,20483,1381,1160,2401,,6734,6222,20483,33042,6222,437,227,7,97,23,34,24,,35,22,97,318,22,3381,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,VA,136359,37681,27108,32793,4083,165,,925,3237,30367,32793,73199,30367,2884,1551,750,287,140,5,,3,47,101,287,2496,101,10389,3341,,,,,,,,,2949,,,,,,,,,,,,,,,
20200916,VI,1232,,,,,,,,,1232,,,,19,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,VT,1702,1414,174,,64,2,,,38,10,59,1637,6,58,55,,,2,,,,1,0,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,WA,80812,21483,3320,23442,2742,931,1420,1476,1148,24850,23442,32520,24850,2020,1343,67,284,150,53,32,23,40,28,284,1708,28,7162,2404,306,1538,346,107,188,89,112,2072,1538,3552,2072,,,,,,,,,,,,,
20200916,WI,98440,66346,10782,,2460,1017,,,8473,9362,18377,66478,13585,1237,914,232,,33,15,,,24,19,146,1069,22,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,WV,13196,10405,830,,,,2,,1959,0,,,,290,58,3,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200916,WY,4566,2408,46,599,30,483,15,,224,889,599,3206,889,46,20,1,2,0,15,,,0,8,2,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,AK,7193,1618,245,,166,1076,242,216,218,3412,388,2441,4364,44,18,0,,3,16,5,0,0,2,1,40,3,252,72,8,,13,69,43,4,7,36,13,182,15,,,,,,,,,,,,,
20200913,AL,138755,41839,32090,,503,,,,8780,55554,7321,60356,71077,2351,1204,878,,8,,,,50,211,64,1889,398,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,AR,70219,39392,15097,,844,177,2247,564,4985,6913,14184,56034,1,981,619,218,,13,2,43,7,52,27,77,892,969,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,AZ,208512,49863,6302,63363,1991,12370,,,6339,68284,63363,76865,68284,5322,1845,167,1630,61,562,,,89,594,1630,3098,594,21771,7745,1017,8044,283,2008,,,801,1873,8044,11854,1873,,,,,,,,,,,,,
20200913,CA,754923,87284,22091,313582,28330,1291,2842,5148,55387,238968,313582,202373,238968,14329,4165,1092,6824,1654,42,56,98,110,288,6824,7217,288,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,CO,61324,22646,2814,23192,1208,331,245,821,496,9566,23192,28561,,1889,1182,120,437,59,13,5,26,8,35,437,1413,35,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,CT,54326,19122,7181,10575,790,53,,195,351,16059,10575,27692,16059,4480,3273,661,399,48,2,,35,21,41,399,4040,41,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,DC,14592,3163,7497,,226,37,39,,3531,99,3753,9559,1280,616,66,459,77,8,,,,6,0,77,539,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,DE,18849,6735,5011,4442,249,,,,877,1535,4442,12872,1535,615,395,159,48,1,,,,12,0,48,567,0,,,,,,,,,,,,,,261296,117181,46722,19794,5301,,,,18222,54076,19794,187426,54076
20200913,FL,663994,162384,97451,190037,,,,,42887,171235,190037,258335,215622,12764,5999,2339,3177,,,,,535,714,3177,8171,1416,41769,16202,9475,12242,,,,,2152,1698,12242,26393,3134,,,,,,,,,,,,,
20200913,GA,294314,85153,75225,37617,4445,178,315,,8160,83221,37617,143533,113164,6333,3054,2650,394,118,7,8,,23,79,394,5837,102,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,GU,1891,242,,,489,,801,,171,188,,,,26,,,,,,,,,26,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,HI,10700,739,84,,1671,,1966,,231,6009,,,,99,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,IA,72533,50049,4352,,2176,725,725,,1450,13056,10154,49323,13056,1219,997,43,,24,5,12,,5,131,68,1006,143,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,ID,35279,17038,345,,250,521,92,1190,3723,12120,6359,12456,16463,415,393,4,,3,5,,,5,5,48,363,4,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,IL,263466,73743,37197,69281,6036,335,485,,9550,66839,69281,127346,66839,8541,3872,2180,1679,376,12,10,,48,364,1679,6498,132,,,,,,,,,,,,,,4735866,1477592,401475,329883,134790,3832,5195,,165138,2217961,329883,2022884,2217961
20200913,IN,105804,55682,10560,,1204,,,,15531,22827,9411,38923,57470,3438,2107,439,,17,,,,423,452,70,1647,1721,,,,,,,,,,,,,,1238984,774373,97970,,21298,,,,152388,192955,42192,503010,693782
20200913,KS,48386,31776,3542,,1311,361,,,2781,8615,12966,24191,11229,511,362,79,,13,4,,,29,24,71,406,34,2537,1765,321,,67,21,,,229,134,666,1666,205,448930,247901,20870,,7653,2153,,,26159,144194,35832,229106,183992
20200913,KY,56945,29522,4571,,516,144,55,2230,,19907,4114,31726,21105,1060,808,124,,11,0,,21,,96,33,891,136,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,LA,158390,58538,57063,,7584,405,184,,13959,20657,,,158390,5235,2554,2324,,34,4,6,,29,284,133,4713,389,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,MA,124826,39080,11924,27956,2722,,,,7753,35391,27956,61479,35391,9210,6949,751,641,232,,,,582,55,641,8514,55,12431,6200,1469,1814,392,,,,1000,1556,1814,9061,1556,,,,,,,,,,,,,
20200913,MD,116110,28240,37138,25706,2217,,,,5378,17431,25706,72973,17431,3838,1637,1568,441,142,,,,41,9,441,3388,9,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,ME,4863,3184,954,,111,9,3,22,139,441,195,3923,745,136,119,4,,0,0,0,0,0,13,0,112,24,431,343,43,,12,0,0,0,7,26,11,358,62,,,,,,,,,,,,,
20200913,MI,123058,57797,26446,,2274,524,,8247,7850,19920,8921,75836,38301,6911,3724,2662,,86,19,,101,134,185,131,5602,1178,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,MN,84311,38588,15900,13979,4627,688,127,1079,1439,7884,13979,62448,7884,1971,1485,185,90,89,89,35,13,13,65,90,1816,65,6931,3052,1540,,583,146,9,95,78,415,1013,5503,415,,,,,,,,,,,,,
20200913,MO,102747,27742,11302,,,,,2055,3082,58566,7459,58236,37050,1705,941,473,,,,,18,61,212,61,1416,226,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,MP,60,,,,,,,,,60,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,MS,89874,30818,35796,2652,305,1260,,,5496,13547,2652,54767,32455,2697,1220,1250,36,6,84,,,37,64,36,2267,394,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,MT,9021,4310,46,,29,1414,,,81,3141,304,5395,3322,135,65,,,,33,,,,37,,,,481,259,,,,170,,,,,,,,,,,,,,,,,,,,
20200913,NC,184936,82264,33838,,2772,2272,281,,22484,41025,43339,79553,62044,3052,1726,894,,39,40,4,,197,152,272,2451,329,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,ND,15577,8430,1124,,250,852,,257,33,4631,,,15577,133,,,,,,,,,133,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,NE,38188,24300,2200,,1500,386,61,,1900,7841,11500,17500,9188,434,341,31,,18,11,0,,12,21,88,296,50,2139,1500,194,,112,54,7,,116,156,709,1200,230,,,,,,,,,,,,,
20200913,NH,7696,4999,366,961,209,,,,249,912,961,5823,912,436,400,9,12,4,,,,1,10,12,414,10,721,534,32,72,23,,,,10,50,72,599,50,,,,,,,,,,,,,
20200913,NJ,196634,46775,20690,37936,6425,,,,14489,70319,37936,88379,70319,16031,8554,2841,3169,870,,,,296,301,3169,12561,301,22963,9212,4316,6048,1167,,,,835,1385,6048,15530,1385,,,,,,,,,,,,,
20200913,NM,26761,3850,473,11927,168,8279,,,,2064,11927,12770,2064,823,173,7,159,2,404,,,,78,159,586,78,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,NV,73537,15018,4556,23463,4064,288,,,6274,19874,23463,30200,19874,1452,477,110,212,112,8,,,10,523,212,717,523,,,,,,,,,,,,,,641532,143438,30806,34945,18059,3392,,,66314,344578,34945,262009,344578
20200913,NY,444365,,,,,,,,,444365,,,,28641,8777,6437,6777,1714,,,,1854,3082,6777,18782,3082,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,OH,137405,75220,28949,,3477,177,187,4162,9147,16086,8463,98148,30794,4415,3417,815,,46,3,2,59,27,46,95,4241,79,14314,8313,4231,,323,18,31,438,549,411,846,12308,1160,,,,,,,,,,,,,
20200913,OK,69354,38827,4819,,2454,6713,,,2747,13794,12356,39762,17236,905,654,55,,21,88,,,29,58,61,714,130,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,OR,29337,11646,983,,827,718,549,525,10091,3998,11563,13830,3944,509,323,12,,19,11,7,8,50,79,65,340,104,2235,1199,93,,87,69,78,27,538,144,630,1421,184,,,,,,,,,,,,,
20200913,PA,143881,52533,19258,,2269,,,,2854,66967,11960,35922,95999,7837,5664,1634,,165,,,,374,0,464,7373,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,PR,37380,,,,,,,,,37380,,,,539,,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,RI,22905,6326,2126,7807,342,70,0,143,288,5803,7807,9295,5803,1071,701,54,102,12,1,0,0,0,201,102,768,201,2620,957,253,731,26,5,0,5,34,609,731,1280,609,303023,59629,8184,23188,2448,524,199,107,7963,200781,23188,79054,200781
20200913,SC,131864,48735,34741,,1228,,,,8675,38485,10556,66498,54810,3064,1465,1072,,22,,,,80,425,99,2221,744,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,SD,16638,9566,1198,1459,769,2064,,,1582,0,1459,15179,0,184,114,2,6,5,42,,,15,0,6,178,0,1165,596,62,80,35,325,,,67,0,80,1085,0,,,,,,,,,,,,,
20200913,TN,171824,89903,32340,,1541,229,132,,22157,25522,23983,111084,36757,2078,1350,589,,20,4,2,,96,17,134,1931,13,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,TX,659434,14529,8143,19961,771,,,,225,615805,19961,23668,615805,14190,4281,1620,7929,275,,,,78,7,7929,6254,7,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,UT,57875,25686,1268,20133,1341,1126,2364,,6607,6053,20133,31689,6053,433,224,7,97,23,34,23,,35,22,97,314,22,3326,1482,80,1156,92,148,273,,389,67,1156,2103,67,738509,407966,8548,86140,10235,8604,9994,,49855,157167,86140,465391,157167
20200913,VA,133814,36441,26553,32448,3977,163,,894,3197,30141,32448,71225,30141,2724,1459,702,283,136,5,,2,43,94,283,2347,94,10244,3277,2986,2930,484,10,,47,220,290,2930,7024,290,,,,,,,,,,,,,
20200913,VI,1220,,,,,,,,,1220,,,,19,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,VT,1684,1398,174,,64,2,,,37,9,59,1620,5,58,55,,,2,,,,1,0,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,WA,79826,21221,3279,23269,2710,910,1402,1459,1142,24434,23269,32123,24434,1991,1325,66,283,149,53,32,22,40,21,283,1687,21,7081,2378,,,,,,,,,1531,,,,,,,,,,,,,,,
20200913,WI,94679,63283,10669,,2402,964,,,8283,9078,18074,63533,13072,1218,898,231,,32,14,,,24,19,144,1051,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,WV,12699,10090,823,,,,2,,1784,0,,,,266,58,3,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200913,WY,4346,2269,40,588,29,470,14,,217,854,588,3039,854,42,17,1,2,0,15,,,0,7,2,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,AK,6790,1549,230,,158,989,235,203,208,3218,376,2349,4065,42,18,0,,3,14,5,0,0,2,1,39,2,245,71,7,,13,65,42,4,7,36,13,176,14,,,,,,,,,,,,,
20200909,AL,134417,40524,31613,,490,,,,8200,53600,7232,58838,68346,2285,1166,861,,7,,,,48,203,64,1834,386,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,AR,66406,37400,14737,,856,209,2374,,5529,5301,13805,52601,0,928,594,212,,11,3,46,,60,2,74,852,2,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,AZ,206541,48295,6181,62364,1938,12105,,,6170,69488,62364,74689,69488,5251,1845,163,1595,60,554,,,85,599,1595,3057,599,21593,7662,1008,8000,282,1945,,,782,1914,8000,11679,1914,,,,,,,,,,,,,
20200909,CA,739527,84646,21434,303310,27335,1247,2778,4846,55456,238475,303310,197742,238475,13841,4019,1049,6583,1587,41,59,90,154,259,6583,6999,259,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,CO,59920,22212,2792,22817,1192,335,239,808,491,9035,22817,28069,,1882,1179,119,436,59,13,5,25,8,34,436,1408,34,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,CT,53871,18987,7152,10450,783,53,,195,351,15900,10450,27521,15900,4474,3269,661,397,48,2,,35,21,41,397,4036,41,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,DC,14387,3102,7411,,221,37,38,,3508,70,3724,9409,1254,615,66,458,77,8,,,,6,0,77,538,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,DE,18308,6526,4833,4373,246,,,,856,1474,4373,12461,1474,609,392,158,46,1,,,,12,0,46,563,0,,,,,,,,,,,,,,253970,113791,45473,19309,5099,,,,17532,52766,19309,181895,52766
20200909,FL,652148,157142,95741,186410,,,,,42077,170778,186410,250886,214852,12269,5771,2263,3042,,,,,505,688,3042,7867,1360,40985,15822,9316,12078,,,,,2090,1679,12078,25824,3083,,,,,,,,,,,,,
20200909,GA,287287,81379,73115,36632,4219,166,308,,7899,83569,36632,138247,112408,6128,2965,2586,376,107,5,9,,18,62,376,5668,84,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,GU,1758,239,,,423,,783,,166,147,,,,21,,,,,,,,,21,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,HI,10123,664,72,,1494,,1830,,182,5881,,,,91,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,IA,70230,47981,4172,,2781,695,695,,1390,12516,10430,47285,11821,1198,979,43,,25,5,12,,5,127,68,990,138,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,ID,34310,16518,337,,244,480,92,1161,3633,11845,6180,12044,16085,406,387,4,,2,4,,,5,4,48,355,3,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,IL,255618,70474,36611,67865,5902,329,479,,9322,64636,67865,123117,64636,8433,3809,2168,1657,372,12,9,,53,353,1657,6423,134,,,,,,,,,,,,,,4526739,1398435,386064,319723,121145,3676,4953,,155588,2137155,319723,1914273,2137155
20200909,IN,101485,53601,10374,,1156,,,,15116,21238,9207,37549,54729,3397,2079,434,,17,,,,420,447,69,1625,1703,,,,,,,,,,,,,,1158018,727422,94112,,13851,,,,146121,176512,41070,488178,628770
20200909,KS,47410,31093,3497,,1295,357,,,2703,8465,12797,23551,11062,495,350,78,,13,4,,,28,22,70,393,32,2470,1715,320,,67,22,,,218,128,660,1616,194,441414,243678,20526,,7544,2112,,,25459,142095,35360,224940,181114
20200909,KY,53977,29485,4427,,516,140,55,2123,,17231,4112,30271,19594,1013,776,119,,11,0,,20,,87,32,858,123,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,LA,155890,58538,57063,,7584,405,184,,13959,18157,,,155890,5140,2554,2324,,34,4,6,,29,189,133,4713,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,MA,123143,38566,11819,27385,2672,,,,7549,35152,27385,60606,35152,9146,6901,747,639,229,,,,574,56,639,8451,56,12387,6174,1465,1804,391,,,,995,1558,1804,9025,1558,,,,,,,,,,,,,
20200909,MD,113575,27231,36495,25397,2176,,,,5249,17027,25397,71151,17027,3816,1622,1558,438,142,,,,40,16,438,3362,16,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,ME,4734,3067,946,,111,9,2,20,140,439,192,3805,737,134,119,4,,0,0,0,0,0,11,0,112,22,429,343,43,,12,0,0,0,7,24,11,358,60,,,,,,,,,,,,,
20200909,MI,119863,55719,26138,,2235,511,,8068,7659,19533,8687,72758,38418,6887,3702,2658,,85,20,,100,131,191,131,5569,1187,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,MN,81868,36872,15659,,4526,655,125,1052,1400,0,13737,60289,0,1921,1443,182,,87,35,2,11,7,52,86,1767,52,6792,2923,1498,,554,137,9,92,74,514,991,5287,514,,,,,,,,,,,,,
20200909,MO,96475,27978,11577,,,,,1930,2894,52096,7225,53900,35347,1673,941,475,,,,,18,61,178,58,1388,225,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,MP,58,,,,,,,,,58,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,MS,87805,29844,35135,2599,299,1253,,,5476,13199,2599,53417,31789,2623,1188,1220,36,6,84,,,38,51,36,2221,366,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,MT,8468,4210,45,,28,1322,,,78,2785,302,5210,2956,122,65,,,,33,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,NC,179532,79184,32669,,2649,2178,273,,21765,40814,42480,76301,60751,2958,1674,869,,35,38,4,,194,144,271,2369,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,ND,14110,7481,1064,,239,805,,240,31,4250,,,14110,129,,,,,,,,,129,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,NE,36917,23200,2200,,1500,370,57,,1900,7690,11300,16600,9017,421,319,29,,18,11,0,,12,32,87,273,61,2108,1500,193,,112,51,7,,115,130,707,1200,201,,,,,,,,,,,,,
20200909,NH,7494,4869,361,917,199,,,,255,893,917,5684,893,433,397,9,12,4,,,,2,9,12,412,9,718,531,32,70,22,,,,14,49,70,599,49,,,,,,,,,,,,,
20200909,NJ,194990,46034,20558,37627,6321,,,,14185,70265,37627,87098,70265,16009,8527,2836,3159,867,,,,293,327,3159,12523,327,22854,9167,4294,6008,1161,,,,835,1389,6008,15457,1389,,,,,,,,,,,,,
20200909,NM,26268,3764,464,11718,168,8248,,,,1906,11718,12644,1906,813,173,7,159,2,404,,,,68,159,586,68,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,NV,72258,14523,4372,22262,3896,266,,,6478,20461,22262,29535,20461,1412,462,107,206,110,8,,,10,509,206,697,509,,,,,,,,,,,,,,624152,140087,30082,33424,17620,3281,,,65380,334278,33424,256450,334278
20200909,NY,441154,,,,,,,,,441154,,,,28603,8767,6437,6771,1712,,,,1841,3075,6771,18757,3075,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,OH,132965,71981,28571,,3334,172,185,3969,9060,15693,8248,94598,30119,4324,3352,800,,44,3,1,57,27,40,95,4157,72,14083,8146,4200,,316,18,31,427,543,402,829,12120,1134,,,,,,,,,,,,,
20200909,OK,65929,36772,4581,,2390,6342,,,2603,13241,11620,35897,18412,863,629,51,,21,81,,,28,53,59,685,119,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,OR,28471,11468,978,,818,704,538,524,9987,3454,11446,13641,3384,494,319,12,,19,10,7,8,49,70,64,338,92,2215,1187,93,,87,69,78,27,531,143,624,1407,184,,,,,,,,,,,,,
20200909,PA,141290,51166,19002,,2199,,,,2805,66118,11809,35104,94377,7805,5590,1619,,165,,,,368,63,459,7283,63,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,PR,35507,,,,,,,,,35507,,,,500,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,RI,22676,6326,2126,7807,342,70,0,143,288,5574,7807,9295,5574,1062,701,54,102,12,1,0,0,0,192,102,768,192,2604,957,253,731,26,5,0,5,34,593,731,1280,593,299014,59629,8184,23188,2448,524,199,107,7963,196772,23188,79054,196772
20200909,SC,126213,46307,33991,,1164,,,,8412,36339,10320,63768,52125,2942,1402,1033,,20,,,,79,408,97,2127,718,,,,,,,,,,,,,,,,,,,,,,,,,,
20200909,SD,15571,8741,1194,1436,765,1954,,,1481,0,1436,14135,0,173,106,2,5,5,40,,,15,0,5,168,0,1109,551,60,80,35,317,,,66,0,80,1029,0,,,,,,,,,,,,,
