/id,/fields/Annotation Summary,/fields/State,/fields/States Daily Column,/fields/Metric,/fields/Annotation,/fields/Evidence For,/fields/Evidence Type,/fields/Evidence,/fields/Evidence Source Link,/fields/Last Checked,/createdTime,/fields/Media/Outreach As Of,/fields/Media/Outreach Out of Date,/fields/MetricTitle,/fields/Excludes
recdKxOcnD04sTh9r,"viral RNA, antigen according to website",AZ,Total Tests (PCR),"AZ dash > tab ""Laboratory Testing"" > tab ""Tests Conducted"" > dropdown ""Choose a test type to filter the data"" > select ""Diagnostic"" > ""Diagnostic tests completed for COVID-19"" note: screenshot this page with the diagnostic tests selected screenshot: https:","viral RNA, antigen",Test Type,website,"tab ""Laboratory Testing"" > Dashboard footnote states that ""Diagnostic tests include PCR and antigen""",https://azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/covid-19/dashboards/index.php,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recAoFZGk6e8CwqHu,viral RNA according to website,IA,Total Tests (PCR),"IA dash > tab ""Positive Case Analysis"" > title ""PCR"" > ""Total Tests""",viral RNA,Test Type,website,PCR is in the title of the metric.,https://coronavirus.iowa.gov/#CurrentStatus,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recF5OqKBa3C4ME3K,"antigen, viral RNA according to website",NV,Total Test Encounters (PCR),"NV dash > tab ""Trends"" > button ""Testing"" > ""Testing Encounters""","antigen, viral RNA",Test Type,website,"Dash states, ""Testing data include all testing encounters for COVID-19 reported to the Division of Public and Behavioral Health using a molecular test, such as an RT-PCR. We also include testing encounters reported by the Nevada Department of Corrections u",https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recTIlxkg6Zmcn2gC,"in-state residents, non-residents according to sleuthing",OR,Total Tests (PCR),"updates: Tuesday - Saturday OR primary > title ""Situation in Oregon"" >  ""Total Tests""","in-state residents, non-residents",Residency,sleuthing,"State page & Dashboard do not specify residency. FAQ on Testing on OR governor Coronavirus page leads to 12/4/20 OR Health Authority document with reference to nonresidents: "", OHA recommends testing people exposed to COVID-19 in a congregate setting (e.g.",https://govstatus.egov.com/or-oha-covid-19-testing,2020-12-17,2021-01-28T21:51:47.000Z,,,,
reccedDwxX0UgB4be,"in-state residents, out-of-state residents according to sleuthing",OR,Deaths (confirmed and probable),"OR primary > title ""Situation in Oregon"" > ""Total deaths"" or (on Sunday and Monday) OR press conference > title ""COVID-19 News from Oregon Health Authority"" > click link for yesterday's release > table > column ""Total Deaths"" > row ""Total""","in-state residents, out-of-state residents",Residency,sleuthing,OR Health Authority page on how COVID deaths reported. Indicates in-state & out-of-state included. Does not speak to nonresidents deaths such as migrants.,https://www.oregon.gov/oha/PH/BIRTHDEATHCERTIFICATES/VITALSTATISTICS/DEATH/Pages/reporting-covid-deaths.aspx,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recRApV5VOJus0Ohv,excludes out-of-state residents according to website,MA,Total Tests (PCR),"MA primary > button ""Today's Overview"" > title âTesting"" > ""Tests Reported"" note: the second number in this section",out-of-state residents,Residency,website,"Their Data Dictionary in their RAW data file defines All Molecular Tests on p. 8: ""The total number of molecular tests administered per day by date (includes both first and repeat tests) – this covers everyone in Massachusetts.""  ",https://www.mass.gov/info-details/covid-19-response-reporting,2020-12-17,2021-01-28T21:51:47.000Z,,,,true
rec2g3IBYWyshRxkf,unclear residency according to website,OR,Positive,"OR primary > title ""Situation in Oregon"" >  ""Total Cases"" on Sunday and Monday: OR press conferences > title  ""COVID-19 News from Oregon Health Authority"" > click link for yesterday's release > table > column ""Cases"" > row ""Total"" note: on Sunday and Monda",unclear residency,Residency,website,"No definition of residency on state page, dashboard or sleuthing",https://govstatus.egov.com/OR-OHA-COVID-19,2020-12-17,2021-01-28T21:51:47.000Z,,,,
reccMsTVTpWYMUFgo,excludes out-of-state residents according to website,MA,Total PCR Tests (People),"long calculation This formula sums the timeseries of new PCR tests (people) to get a cumulative number.  long calculation > hover over ""# MA"" > click play button > title ""Download link"" > ""PCR Total People"" note: long calculation link can be found in cell ",out-of-state residents,Residency,website,,https://www.mass.gov/info-details/covid-19-response-reporting,2020-12-17,2021-01-28T21:51:47.000Z,,,,true
rec6mNTfu9Ajo9DuX,unclear residency according to website,OR,Positive Cases (PCR),updates: never,unclear residency,Residency,website,"No definition of residency on state page, dashboard or sleuthing.",https://govstatus.egov.com/OR-OHA-COVID-19,2020-12-17,2021-01-28T21:51:47.000Z,,,,
rec5MzG78smeUW5ng,unclear residency according to website,OR,Probable Cases,updates: never,unclear residency,Residency,website,"No definition of residency on state page, dashboard or sleuthing",https://govstatus.egov.com/OR-OHA-COVID-19,2020-12-17,2021-01-28T21:51:47.000Z,,,,
rec6M5s1kvUqITCfG,unclear residency according to website,IN,Total Tests (PCR),"IN primary > ""Total Tests Administered""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
rechqtnRyGPCF38i7,unclear residency according to website,WV,Total Tests (PCR),"WV dash > tab ""Overview"" > ""Confirmatory Lab Tests"" ",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recdzZzsdqUiGiUCj,unclear residency according to website,PA,Total Test Encounters (PCR),"PA other > ""Total PCR Tests"" note: may not update on weekends note: if this metric does not update, leave the previous value in the cell",unclear residency,Residency,website,"PA dashboard, state page, sleuthing provide no information on residency.",https://experience.arcgis.com/experience/ed2def13f9b045eda9f7d22dbc9b500e,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recHQ0PMCMVwzDW1O,unclear residency according to website,PA,Total PCR Tests (People),"calculated: PA dash > {""Confirmed Cases"" + ""Negative Tests""}",unclear residency,Residency,website,"PA dashboard, state page, sleuthing provide no information on residency.",https://experience.arcgis.com/experience/ed2def13f9b045eda9f7d22dbc9b500e,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recGXpKxsyM4W94Bh,unclear residency according to website,PA,Positive,"calculated: PA dash > {""Confirmed Cases"" + ""Probable cases""}",unclear residency,Residency,website,"PA dashboard, state page, sleuthing provide no information on residency.",https://experience.arcgis.com/experience/ed2def13f9b045eda9f7d22dbc9b500e,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recR0We9FbZmZcm6S,unclear residency according to website,PA,Positive Cases (PCR),"PA dash > ""Confirmed Cases""",unclear residency,Residency,website,"PA dashboard, state page, sleuthing provide no information on residency.",https://experience.arcgis.com/experience/ed2def13f9b045eda9f7d22dbc9b500e,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recKWES6VbuyGd7WE,unclear residency according to website,PA,Probable Cases,"PA dash> ""Probable cases""",unclear residency,Residency,website,"PA dashboard, state page, sleuthing provide no information on residency.",https://experience.arcgis.com/experience/ed2def13f9b045eda9f7d22dbc9b500e,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recrycuFH5eEqtkxx,unclear residency according to website,PA,Deaths (confirmed and probable),"PA dash > ""Deaths""",unclear residency,Residency,website,"PA dashboard, state page, sleuthing provide no information on residency.",https://experience.arcgis.com/experience/ed2def13f9b045eda9f7d22dbc9b500e,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recbWYKjSM7kHS1Vp,unclear residency according to website,IN,Total PCR Tests (People),"IN primary > ""Total Individuals Tested""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recfg5s4HnR9HH4NJ,unclear residency according to website,IN,Positive,"IN primary > ""Total Positive Cases""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
rec1k8ZQziweEoOlX,unclear residency according to website,IN,Deaths (confirmed and probable),"calculated:  IN primary > {Total Deaths + Total Probable Deaths} note: ""Total Probable Deaths"" is near the bottom of the page",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recjzoICxiVG2Nkpd,unclear residency according to website,WV,Positive,"WV dash > tab ""Overview"" > ""Total Number of Cases""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
reccg4kCw9GC19Ohz,unclear residency according to sleuthing,IN,Deaths (confirmed),"IN primary > ""Total Deaths""",unclear residency,Residency,sleuthing,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recAfy4Og9QdcDCvB,unclear residency according to website,WV,Positive Cases (PCR),"WV dash > click ""Includes Probable and Confirmed Cases (click to view)"" > ""Total Number of Confirmed Cases""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recaeT61Zt10j2Iho,unclear residency according to website,IN,Deaths (probable),"IN primary > title ""Probable COVID-19 Counts"" > ""Total Probable Deaths""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recFDxRFnfafCAuOS,unclear residency according to website,WV,Probable Cases,"WV dash > click ""Includes Probable and Confirmed Cases (click to view)"" > ""Total Number of Probable Cases""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
rec9Z7k8VY9wlynTp,unclear residency according to website,WV,Deaths (confirmed and probable),"WV dash > tab ""Overview"" >  ""Deaths""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recN719KVoOixP3ix,unclear residency according to website,WV,Deaths (confirmed),"WV dash > tab ""Overview"" > title ""Deaths"" > click ""Includes Probable and Confirmed Deaths"" > ""Total Number of Confirmed Deaths""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recPYKbry98oqN8d5,unclear residency according to website,WV,Deaths (probable),"WV dash > tab ""Overview"" > title ""Deaths"" > click ""Includes Probable and Confirmed Deaths"" > ""Total Number of Probable Deaths""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recPJohxXpSLLgokH,unclear residency according to website,UT,Total Tests (PCR),calculated:  WS2 > {Positive Tests (PCR) + Negative Tests (PCR)},unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recAtmDsmB0phYWme,unclear residency according to website,UT,Total PCR Tests (People),"calculated: long calculation This formula sums daily positive and negative PCR tests by person to get cumulative numbers. long calculation > hover over ""# UT Tests"" > click play button > title ""Metrics for People"" > ""test type: PCR/amplification"" > {Positi",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recHR3nI3uazDdWHO,unclear residency according to website,UT,Positive,"UT dash > ""Total COVID-19 Cases""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recOz1JnyAPvxvqK5,in-state residents according to website,UT,Deaths (confirmed and probable),"UT dash > ""Total COVID-19 Deaths""",in-state residents,Residency,website,"How long after a person dies is their death reported? 

The data on COVID-19 deaths provided to the media on a daily basis represents the net increase in deaths from one day to the next (the same is true for positive cases and lab tests). It does not mean ",https://coronavirus.utah.gov/COVID-19-deaths,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recVQeOcTj6a8DXg4,unclear residency according to website,WY,Total Tests (PCR),"updates: weekdays WY site > click link ""COVID-19 Testing Data"" > table ""COVID-19 Resulted Tests"" > ""Grand Total""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
rec5Q4pxHnS6XLQpm,unclear residency according to website,WY,Total PCR Tests (People),"updates: weekdays WY site > click link ""COVID-19 Testing Data"" > ""Number of People Tested""",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recZ22U2okTduzNzT,in-state residents according to website,WY,Deaths (confirmed and probable),"WY dash > ""deaths""",in-state residents,Residency,website,file attached below,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recaK2vbCKLmzi7uX,unclear residency according to website,WY,Probable Cases,"WY dash > ""Probable Cases"" ",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recNi2WkFQ84TKcPc,unclear residency according to website,WY,Positive,"calculated: WY dash > {""Lab Confirmed Cases"" + ""Probable Cases""}",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recil5wEvMo2LrBve,unclear residency according to website,WY,Positive Cases (PCR),"WY dash > ""Lab Confirmed Cases"" ",unclear residency,Residency,website,,,2020-12-17,2021-01-28T21:51:47.000Z,,,,
recgYboIZMMxLd15v,"out-of-state residents, in-state residents according to website",VT,Total Tests (PCR),"VT dash > ""Total Tests""","out-of-state residents, in-state residents",Residency,website,"How are you counting the total number of people tested?

The number of people tested reflects tests for a current COVID-19 infection. It includes people tested in Vermont and Vermont residents tested out of state, either by public health lab, hospital lab,",https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec1pi5ioeq81XInm,in-state residents according to ,VT,Total PCR Tests (People),"VT dash > ""People Tested""",in-state residents,Residency,,,,,2021-01-28T21:51:47.000Z,,,,
recFZWoIFPWgM7DRt,"in-state residents, non-residents according to website",VA,Total Test Encounters (PCR),"VA dash >  tab ""Summary""  > title ""Testing (PCR Only)"" > "" Testing Encounters PCR Only""  ","in-state residents, non-residents",Residency,website,Testing tab of VA Dashboard has Select Health District dropdown has option for Out of State. ,https://www.vdh.virginia.gov/coronavirus/coronavirus/covid-19-in-virginia-testing/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recTYSJlAWMBvlZRj,non-residents according to website,VT,Total Tests (PCR),"VT dash > ""Total Tests""",non-residents,Residency,website,"In the FAQ it is mentioned that non-residents who are visiting in the state are included in hospitalization, and travelers are monitored.",https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recEVBq3guD5FKnAa,"out-of-state residents, non-residents according to website",VT,Total PCR Tests (People),"VT dash > ""People Tested""","out-of-state residents, non-residents",Residency,website,"How are you counting the total number of people tested?

The number of people tested reflects tests for a current COVID-19 infection. It includes people tested in Vermont and Vermont residents tested out of state, either by public health lab, hospital lab,",https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recE3iC4wBjkkX3dX,in-state residents according to website,VA,Positive,"VA dash > tab ""Summary"" > ""Total Cases""",in-state residents,Residency,website,"VA State page About the Data section states: ""VDH counts cases in Virginia residents. People who test positive in Virginia but live in another state are reported in that state’s totals.""",https://www.vdh.virginia.gov/coronavirus/about-the-data/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recupGLRdshxu5INu,"in-state residents, out-of-state residents, non-residents according to website",VT,Positive,"VT dash > ""New Cases"" > XXXX total","in-state residents, out-of-state residents, non-residents",Residency,website,The number of people recovered is based on the number of confirmed positive cases. This includes Vermont residents and non-Vermont residents who tested positive in Vermont.,https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recdcBDtCo6LHB4NH,"in-state residents, out-of-state residents, non-residents according to website",VT,Positive Cases (PCR),"VT dash > tab ""Cases and Deaths"" > ""Total Confirmed Cases"" note: depending on your screen the tabs may all show along the bottom of the dash, or may just show one at a time with arrows on the left and right","in-state residents, out-of-state residents, non-residents",Residency,website,The number of people recovered is based on the number of confirmed positive cases. This includes Vermont residents and non-Vermont residents who tested positive in Vermont.,https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recccR2mCZrAMeo33,in-state residents according to website,VA,Positive Cases (PCR),"VA dash > tab ""Summary"" > title ""Total Cases"" > ""Confirmed""",in-state residents,Residency,website,"VA State page About the Data section states: ""VDH counts cases in Virginia residents. People who test positive in Virginia but live in another state are reported in that state’s totals."" No information on out-of-state residents.",https://www.vdh.virginia.gov/coronavirus/about-the-data/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec39R819osnlWMdm,in-state residents according to website,VA,Probable Cases,"VA dash > tab ""Summary"" > title ""Total Cases"" > ""Probable""",in-state residents,Residency,website,"VA State page About the Data section states: ""VDH counts cases in Virginia residents. People who test positive in Virginia but live in another state are reported in that state’s totals.""  No information on out-of-state residents.",https://www.vdh.virginia.gov/coronavirus/about-the-data/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recUPBg8PWKRGzi7X,unclear residency according to website,VT,Probable Cases,"VT dash > tab ""Cases and Deaths"" > ""Total Probable Cases"" note: depending on your screen the tabs may all show along the bottom of the dash, or may just show one at a time with arrows on the left and right",unclear residency,Residency,website,"No specific evidence found about probable cases.
It is likely that probable cases also include in-state and out of state resident of Vermont, and non-residents.",https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recC7Rqg7MUyiFKfz,unclear residency according to website,VT,Deaths (confirmed and probable),"VT dash > ""Deaths""",unclear residency,Residency,website,No specific evidence about Deaths residency found on website,https://www.healthvermont.gov/covid-19/current-activity/vermont-dashboard,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec0x8UU5VfQ7L00x,unclear residency according to website,WI,Positive,"WI primary > bar graph ""Percent of confirmed COVID-19 cases by age group"" > button menu ""Select case confirmation as:"" > select ""Confirmed and Probable""   note: number will be in parenthesis in the same line as the update time for the graph",unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
reczpV85r6fxLnYaB,excludes non-residents according to sleuthing,WI,Total Test Encounters (PCR),"long calculation This formula sums daily PCR test encounters to get a cumulative number. long calculation > hover over ""# WI PCR Testing Encounters"" > click play button > number under ""Last run at..."" row note: long calculation is in cell E2 of WS2",non-residents,Residency,sleuthing,People with negative test results: The number of people with negative test results includes only Wisconsin residents who had negative confirmatory test results (PCR or NAT tests that detect pieces of SARS-CoV-2) reported electronically to WEDSS or entered , https://www.dhs.wisconsin.gov/covid-19/data.htm#gender ,2020-12-18,2021-01-28T21:51:47.000Z,,,,true
recBUh1kJx6WOsTSp,excludes non-residents according to sleuthing,WI,Total PCR Tests (People),"WI dash > title ""Wisconsin COVID-19 Summary Statistics"" > title ""Testing"" >  ""Total People Tested""",non-residents,Residency,sleuthing, People with negative test results: The number of people with negative test results includes only Wisconsin residents who had negative confirmatory test results (PCR or NAT tests that detect pieces of SARS-CoV-2) reported electronically to WEDSS or entered, https://www.dhs.wisconsin.gov/covid-19/data.htm#gender,2020-12-18,2021-01-28T21:51:47.000Z,,,,true
reckhl2zPhMbDGjyQ,in-state residents according to website,VA,Deaths (confirmed and probable),"VA dash > tab ""Summary"" >  ""Total Deaths""",in-state residents,Residency,website,"VA Dashboard states: ""Case, hospitalization, and death data reflect Virginia residents only."" No information on out-of-state residents.",https://www.vdh.virginia.gov/coronavirus/covid-19-in-virginia/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recivc8PW4fJ9Yfak,unclear residency according to website,WI,Positive Cases (PCR),"WI dash > title ""Wisconsin COVID-19 Summary Statistics > title Testing"" > ""Positive (Confirmed Cases)""",unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recXykuY9pkR3JhUB,in-state residents according to website,VA,Deaths (confirmed),"VA dash > tab ""Summary"" > title ""Total Deaths"" > ""Confirmed""",in-state residents,Residency,website,"VA Dashboard states: ""Case, hospitalization, and death data reflect Virginia residents only."" No information on out-of-state residents.",https://www.vdh.virginia.gov/coronavirus/covid-19-in-virginia/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recOsqYls9qZnrRIK,unclear residency according to website,WI,Probable Cases,"WI primary > bar graph ""Percent of confirmed COVID-19 cases by age group"" > button menu ""Select case confirmation status:"" > select ""Probable""   note: number will be in parenthesis in the same line as the update time for the graph ",unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recDCKtEhcn7pRBSz,in-state residents according to website,VA,Deaths (probable),"VA dash > tab ""Summary"" > title ""Total Deaths"" >  ""Probable""",in-state residents,Residency,website,"VA Dashboard states: ""Case, hospitalization, and death data reflect Virginia residents only."" No information on out-of-state residents.",https://www.vdh.virginia.gov/coronavirus/covid-19-in-virginia/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec3YCIMmU9AvodXM,excludes non-residents according to sleuthing,WI,Deaths (confirmed and probable),"WI dash > menu ""COVID-19: Data Pages"" > click ""Deaths"" > bar graph ""Percent of COVID-19 deaths by age group"" > button menu ""Select case confirmation status:"" > select ""Confirmed and probable"" note: number will be in parenthesis in the same line as the upda",non-residents,Residency,sleuthing,"As individual cases are investigated by public health, there may be corrections to the status and details of cases or deaths that result in changes to this information. Some examples of corrections or updates that may lead to changes to our data, such as c",https://www.dhs.wisconsin.gov/covid-19/data-101.htm,2020-12-18,2021-01-28T21:51:47.000Z,,,,true
recr4TOAS2e7Pi0Xi,"non-residents, unclear residency according to website",MP,Total Tests (PCR),"MP dash > tab ""Testing"" > ""Total Tests""","non-residents, unclear residency",Residency,website,Travelers are included in the reported numbers. But no clear information on residency is available on the website,https://cnmichcc.maps.arcgis.com/apps/opsdashboard/index.html#/4061b674fc964efe84f7774b7979d2b5,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recZwzlIif2cgj2xz,unclear residency according to website,PR,Total Tests (PCR),updates: never,unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
reccGayox9ufnTnMp,unclear residency according to website,PR,Positive,calculated: WS2 > {Probable Cases + Positive Cases (PCR)},unclear residency,Residency,website,see info for Probable Cases and Positive Cases(PCR),http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/COVID-19.aspx,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recoSJKt8SLrNqxDF,unclear residency according to website,PR,Positive Cases (PCR),"PR dash > ""Total Casos Confirmados""",unclear residency,Residency,website,"There is a breakdown by municipality of residence for ""Confirmed Cases"" in the daily report, which includes a category for""Otro lugar fuera de PR"" or""Other place outside of PR.""  It's unclear whether this is referring to non-residents or out-of-state resid",http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/COVID-19.aspx,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recqOGD6L8nPKEQpe,"non-residents, unclear residency according to website",MP,Total PCR Tests (People),"MP dash > tab ""Testing"" > ""Number of People Tested"" note: may only update weekly note: if this metric does not update, leave the previous value in the cell","non-residents, unclear residency",Residency,website,Travelers are included in the reported numbers. But no clear information on residency is available on the website,https://cnmichcc.maps.arcgis.com/apps/opsdashboard/index.html#/4061b674fc964efe84f7774b7979d2b5,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recLaVWVl36TsI4ex,"non-residents, unclear residency according to website",MP,"Positive, Positive Cases (PCR)","MP dash > tab ""Diagnoses"" > ""COVID-19 Diagnoses""","non-residents, unclear residency",Residency,website,Out of state travelers are included in the dashboard. No clear residency information found on website,https://cnmichcc.maps.arcgis.com/apps/opsdashboard/index.html#/4061b674fc964efe84f7774b7979d2b5,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recRVYDIrHTfN7S9P,"non-residents, unclear residency according to website",MP,"Deaths (confirmed and probable), Deaths (confirmed)","MP dash > tab ""Demographics"" > ""Deaths""","non-residents, unclear residency",Residency,website,Out of state travelers are included in the dashboard. No clear residency information found on website,https://cnmichcc.maps.arcgis.com/apps/opsdashboard/index.html#/4061b674fc964efe84f7774b7979d2b5,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec5cOIVxKuUEW08g,unclear residency according to website,PR,Probable Cases,"PR dash > ""Total casos probables AntÃ­genos""",unclear residency,Residency,website,"There is a breakdown by municipality of residence for ""Probable Cases"" in the daily report, which includes a category for""Otro lugar fuera de PR"" or""Other place outside of PR.""  It's unclear whether this is referring to non-residents or out-of-state reside",http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/COVID-19.aspx,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recDCNqN5MORUisEB,unclear residency according to website,PR,Deaths (confirmed and probable),"PR dash > ""Total Muertes por COVID-19/ Acumuladas""",unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recMdRtPYN5nEJ8DX,unclear residency according to website,PR,Deaths (confirmed),"PR dash > ""Total Muertos COVID-19 / Confirmadas (RT- PCR+)"" note: click the little arrow at the bottom of the box under ""Total Muertes"" to the right one time",unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recOsMwB5VXy0Izfl,"in-state residents, non-residents according to website",NE,Total Tests (PCR),"NE dash > ""Total Tests""","in-state residents, non-residents",Residency,website,"NE Dashboard About the Data section states: ""Includes all total tests performed in Nebraska by date the lab report was received on Nebraska and non-Nebraska residents. Individuals who live out of state are included and can include multiple tests for an ind",https://experience.arcgis.com/experience/ece0db09da4d4ca68252c3967aa1e9dd,2020-12-18,2021-01-28T21:51:47.000Z,,,,
reclC8mh2HoQFnf83,unclear residency according to website,PR,Deaths (probable),"PR dash > ""Total Muertes por COVID-19 / Probables"" note: click the little arrow at the bottom of the box under ""Total Muertes"" to the right one time from the last step",unclear residency,Residency,website,,,2020-12-18,2021-01-28T21:51:47.000Z,2020-12-18,,,
rec16dgviccTw0tz3,no problems with missing negatives according to sleuthing,AZ,Total Tests (PCR),"AZ dash > tab ""Laboratory Testing"" > tab ""Tests Conducted"" > dropdown ""Choose a test type to filter the data"" > select ""Diagnostic"" > ""Diagnostic tests completed for COVID-19"" note: screenshot this page with the diagnostic tests selected screenshot: https:",no problems with missing negatives,Negative Reporting,sleuthing,"According to a 11/10/2020 executive order signed by the governor, all test results—positive and negative—to the state health department. It's not yet totally clear, however, whether this executive order is simply an extension of previous ones or whether th",https://azgovernor.gov/sites/default/files/eo_2020-56.pdf,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recJLmgtba07Vb9zD,excludes non-residents according to sleuthing,WI,Deaths (confirmed),"WI dash > menu ""COVID-19: Data Pages"" > click ""Deaths"" > bar graph ""Percent of COVID-19 deaths by age group"" > button menu ""Select case confirmation status:"" > select ""Confirmed""  note: number will be in parenthesis in the same line as the update time for ",non-residents,Residency,sleuthing,"As individual cases are investigated by public health, there may be corrections to the status and details of cases or deaths that result in changes to this information. Some examples of corrections or updates that may lead to changes to our data, such as c",https://www.dhs.wisconsin.gov/covid-19/data-101.htm,2020-12-18,2021-01-28T21:51:47.000Z,,,,true
recuxDQTbdBiFXBIx,unclear residency according to sleuthing,WI,Deaths (probable),"WI dash > menu ""COVID-19: Data Pages"" > click ""Deaths"" > bar graph ""Percent of COVID-19 deaths by age group"" > button menu ""Select case confirmation status:"" > select ""Probable"" note: number will be in parenthesis in the same line as the update time for th",unclear residency,Residency,sleuthing,,,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recBkDg6pAGzTLZkj,no problems with missing negatives according to sleuthing,AZ,Total PCR Tests (People),"AZ dash > tab ""Summary"" > ""Total COVID-19 Diagnostic Tests""",no problems with missing negatives,Negative Reporting,sleuthing,"According to a 11/10/2020 executive order signed by the governor, all test results—positive and negative—to the state health department. It's not yet totally clear, however, whether this executive order is simply an extension of previous ones or whether th",https://azgovernor.gov/sites/default/files/eo_2020-56.pdf,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recDM9b84qi6mkbb7,unclear on labs missing negatives according to website,CA,Total Tests (PCR),"CA dash > ""California Testing Results""",unclear on labs missing negatives,Negative Reporting,website,"It's not totally clear how CA handles potentially missing negatives. From the lab testing data section of their data definitions page, we see that they've got fields only for: ""cumulative number of individuals tested for COVID-19 reported to CDPH,"" ""cumula",https://covid19.ca.gov/data-and-tools/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
